"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"EIDX","Eidos Therapeutics, Inc.","60.46","$2.27B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eidx",
"EIGR","Eiger BioPharmaceuticals, Inc.","15.31","$375.02M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/eigr",
"EKSO","Ekso Bionics Holdings, Inc.","0.38","$28.48M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ekso",
"LOCO","El Pollo Loco Holdings, Inc.","15.05","$524.99M","2014","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/loco",
"ESLT","Elbit Systems Ltd.","160.4","$7.08B","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/eslt",
"ERI","Eldorado Resorts, Inc.","59.18","$4.6B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/eri",
"SOLO","Electrameccanica Vehicles Corp. Ltd.","2.12","$78.54M","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/solo",
"SOLOW","Electrameccanica Vehicles Corp. Ltd.","0.51","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/solow",
"ECOR","electroCore, Inc.","1.39","$41.03M","2018","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/ecor",
"EA","Electronic Arts Inc.","108.55","$31.69B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ea",
"ELSE","Electro-Sensors, Inc.","3.75","$12.73M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/else",
"ESBK","Elmira Savings Bank NY (The)","15.7219","$54.75M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/esbk",
"ELOX","Eloxx Pharmaceuticals, Inc.","7.56","$302.42M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/elox",
"ELTK","Eltek Ltd.","3.7425","$16.39M","1997","Technology","Electrical Products","https://old.nasdaq.com/symbol/eltk",
"EMCF","Emclaire Financial Corp","33.54","$90.51M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/emcf",
"EMKR","EMCORE Corporation","2.96","$85.56M","1997","Technology","Semiconductors","https://old.nasdaq.com/symbol/emkr",
"EMMS","Emmis Communications Corporation","3.87","$50.98M","1994","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/emms",
"ENTA","Enanta Pharmaceuticals, Inc.","65.47","$1.29B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/enta",
"ECPG","Encore Capital Group Inc","36.66","$1.14B","n/a","Finance","Finance Companies","https://old.nasdaq.com/symbol/ecpg",
"WIRE","Encore Wire Corporation","56.81","$1.19B","1992","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/wire",
"ENDP","Endo International plc","4.87","$1.09B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/endp",
"ELGX","Endologix, Inc.","1.86","$33.37M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/elgx",
"NDRA","ENDRA Life Sciences Inc.","1.265","$10.52M","2017","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/ndra",
"NDRAW","ENDRA Life Sciences Inc.","0.3131","n/a","2017","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/ndraw",
"EIGI","Endurance International Group Holdings, Inc.","4.6","$673.46M","2013","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/eigi",
"WATT","Energous Corporation","1.84","$57.96M","2014","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/watt",
"EFOI","Energy Focus, Inc.","0.4886","$6.04M","n/a","Consumer Durables","Building Products","https://old.nasdaq.com/symbol/efoi",
"EHR","Energy Hunter Resources, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ehr",
"ERII","Energy Recovery, Inc.","9.99","$550.61M","2008","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/erii",
"ENG","ENGlobal Corporation","1.02","$27.96M","n/a","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/eng",
"ENLV","Enlivex Therapeutics Ltd.","9.6416","$99.64M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/enlv",
"ENOB","Enochian Biosciences, Inc.","4.87","$225.35M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/enob",
"ENPH","Enphase Energy, Inc.","27.02","$3.31B","2012","Technology","Semiconductors","https://old.nasdaq.com/symbol/enph",
"ESGR","Enstar Group Limited","208.67","$4.49B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/esgr",
"ESGRO","Enstar Group Limited","27.09","$119196","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/esgro",
"ESGRP","Enstar Group Limited","27.52","$440320","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/esgrp",
"ETTX","Entasis Therapeutics Holdings Inc.","4.9212","$65.41M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ettx",
"ENFC","Entegra Financial Corp.","30.16","$208.93M","2014","Finance","Banks","https://old.nasdaq.com/symbol/enfc",
"ENTG","Entegris, Inc.","51.2","$6.91B","2000","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/entg",
"ENTX","Entera Bio Ltd.","2.2536","$27.39M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/entx",
"ENTXW","Entera Bio Ltd.","0.14","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/entxw",
"EBTC","Enterprise Bancorp Inc","33.77","$399.04M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ebtc",
"EFSC","Enterprise Financial Services Corporation","47.92","$1.27B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/efsc",
"EVSI","Envision Solar International, Inc.","4.08","$20.97M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/evsi",
"EVSIW","Envision Solar International, Inc.","0.82","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/evsiw",
"EPZM","Epizyme, Inc.","21.33","$1.94B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/epzm",
"PLUS","ePlus inc.","86.22","$1.17B","1996","Technology","Retail: Computer Software & Peripheral Equipment","https://old.nasdaq.com/symbol/plus",
"EPSN","Epsilon Energy Ltd.","3.25","$89M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/epsn",
"EQ","Equillium, Inc.","4.28","$74.37M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eq",
"EQIX","Equinix, Inc.","573.24","$48.89B","2000","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/eqix",
"EQBK","Equity Bancshares, Inc.","30.57","$472.08M","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/eqbk",
"ERIC","Ericsson","8.86","$29.32B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/eric",
"ERIE","Erie Indemnity Company","167.61","$8.76B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/erie",
"ERYP","Erytech Pharma S.A.","4.49","$80.54M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/eryp",
"ESCA","Escalade, Incorporated","9.3","$132.66M","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/esca",
"ESPR","Esperion Therapeutics, Inc.","57.24","$1.56B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/espr",
"ESQ","Esquire Financial Holdings, Inc.","26.2","$197.59M","2017","Finance","Commercial Banks","https://old.nasdaq.com/symbol/esq",
"ESSA","ESSA Bancorp, Inc.","16.84","$190.13M","n/a","Finance","Banks","https://old.nasdaq.com/symbol/essa",
"EPIX","ESSA Pharma Inc.","5.5","$114.19M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/epix",
"ESTA","Establishment Labs Holdings Inc.","27.15","$559.3M","2018","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/esta",
"ESTR","Estre Ambiental, Inc.","0.3255","$16.66M","n/a","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/estr",
"ESTRW","Estre Ambiental, Inc.","0.007","n/a","n/a","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/estrw",
"VBND","ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund","50.2653","$432.28M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vbnd",
"VUSE","ETF Series Solutions Trust Vident Core US Equity ETF","33.21","$504.79M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vuse",
"VIDI","ETF Series Solutions Trust Vident International Equity Fund","25.03","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vidi",
"ETON","Eton Pharmaceuticals, Inc.","6.995","$124.56M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eton",
"ETSY","Etsy, Inc.","44.67","$5.29B","2015","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/etsy",
"CLWT","Euro Tech Holdings Company Limited","2.2813","$7.06M","1997","Consumer Durables","Diversified Electronic Products","https://old.nasdaq.com/symbol/clwt",
"EDRY","EuroDry Ltd.","7.9","$18.01M","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/edry",
"EEFT","Euronet Worldwide, Inc.","159.5","$8.62B","1997","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/eeft",
"ESEA","Euroseas Ltd.","3.74","$20.94M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/esea",
"EVLO","Evelo Biosciences, Inc.","4.44","$142.46M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/evlo",
"EVBG","Everbridge, Inc.","80.13","$2.71B","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/evbg",
"EVK","Ever-Glory International Group, Inc.","1.583","$23.43M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/evk",
"EVER","EverQuote, Inc.","35.55","$929.2M","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/ever",
"MRAM","Everspin Technologies, Inc.","5.575","$97.93M","2016","Technology","Semiconductors","https://old.nasdaq.com/symbol/mram",
"EVOP","EVO Payments, Inc.","26.28","$2.16B","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/evop",
"EVFM","Evofem Biosciences, Inc.","6.48","$303.33M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/evfm",
"EVGN","Evogene Ltd.","1.55","$39.92M","n/a","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/evgn",
"EVOK","Evoke Pharma, Inc.","1.56","$37.8M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/evok",
"EOLS","Evolus, Inc.","12.05","$402.77M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eols",
"EVOL","Evolving Systems, Inc.","0.87","$10.58M","1998","Technology","EDP Services","https://old.nasdaq.com/symbol/evol",
"EXAS","Exact Sciences Corporation","96.64","$14.23B","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/exas",
"XGN","Exagen Inc.","28","$351.71M","2019","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/xgn",
"FLAG","Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S","40.135","$16.05M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/flag",
"ROBO","Exchange Traded Concepts Trust ROBO Global Robotics and Automa","42.24","$194.3M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/robo",
"XELA","Exela Technologies, Inc.","0.3301","$49.75M","2015","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/xela",
"EXEL","Exelixis, Inc.","18.75","$5.7B","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/exel",
"EXC","Exelon Corporation","45.32","$44.06B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/exc",
"EXFO","EXFO Inc","4.47","$106.86M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/exfo",
"XCUR","Exicure, Inc.","2.81","$213.55M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/xcur",
"EXLS","ExlService Holdings, Inc.","70.57","$2.41B","2006","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/exls",
"EXPI","eXp World Holdings, Inc.","12.05","$775.92M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/expi",
"EXPE","Expedia Group, Inc.","108.77","$15.76B","n/a","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/expe",
"EXPD","Expeditors International of Washington, Inc.","77.3","$13.16B","n/a","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/expd",
"EXPC","Experience Investment Corp.","9.83","$337.91M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/expc",
"EXPCU","Experience Investment Corp.","10.09","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/expcu",
"EXPCW","Experience Investment Corp.","n/a","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/expcw",
"EXPO","Exponent, Inc.","69.65","$3.61B","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/expo",
"STAY","Extended Stay America, Inc.","14.78","$2.7B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/stay",
"XOG","Extraction Oil & Gas, Inc.","2.08","$288.35M","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/xog",
"EXTR","Extreme Networks, Inc.","7.52","$914.18M","1999","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/extr",
"EYEG","Eyegate Pharmaceuticals, Inc.","8.59","$31.24M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eyeg",
"EYEGW","Eyegate Pharmaceuticals, Inc.","0.03","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eyegw",
"EYEN","Eyenovia, Inc.","3.69","$63.1M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eyen",
"EYPT","EyePoint Pharmaceuticals, Inc.","1.52","$164.34M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/eypt",
"EZPW","EZCORP, Inc.","6.71","$372.64M","1991","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/ezpw",
"FFIV","F5 Networks, Inc.","138.59","$8.43B","1999","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/ffiv",
"FB","Facebook, Inc.","205.12","$584.95B","2012","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/fb",
"FLMN","Falcon Minerals Corporation","7.12","$611.97M","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/flmn",
"FLMNW","Falcon Minerals Corporation","0.3","n/a","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/flmnw",
"DUO","Fangdd Network Group Ltd.","15.38","$1.11B","2019","Finance","Real Estate","https://old.nasdaq.com/symbol/duo",
"FANH","Fanhua Inc.","25.63","$1.63B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/fanh",
"FARM","Farmer Brothers Company","14.45","$247.84M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/farm",
"FMAO","Farmers & Merchants Bancorp, Inc.","30.84","$343.47M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fmao",
"FMNB","Farmers National Banc Corp.","16.2","$448.23M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fmnb",
"FAMI","FARMMI, INC.","0.8106","$10.42M","2018","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/fami",
"FARO","FARO Technologies, Inc.","50.5","$878.91M","1997","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/faro",
"FAST","Fastenal Company","37.01","$21.23B","1987","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/fast",
"FAT","FAT Brands Inc.","4.85","$57.44M","2017","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/fat",
"FATE","Fate Therapeutics, Inc.","20.25","$1.53B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/fate",
"FBSS","Fauquier Bankshares, Inc.","21.03","$79.6M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fbss",
"FNHC","FedNat Holding Company","16.6","$243.06M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/fnhc",
"FLLC","Fellazo Inc.","9.94","$74.3M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/fllc",
"FLLCR","Fellazo Inc.","0.15","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/fllcr",
"FLLCU","Fellazo Inc.","10.09","$60.33M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/fllcu",
"FLLCW","Fellazo Inc.","0.0501","$299572.95","2019","Finance","Business Services","https://old.nasdaq.com/symbol/fllcw",
"FENC","Fennec Pharmaceuticals Inc.","6.13","$121.96M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/fenc",
"GSM","Ferroglobe PLC","0.9003","$152.26M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/gsm",
